age;gender;height_cm;weight_kg;body fat_%;diastolic;systolic;gripForce;sit and bend forward_cm;sit-ups counts;broad jump_cm;class
61.0;M;170.3;67.1;23.1;91.0;152.0;32.6;14.9;34.0;177.0;B
43.0;F;171.4;65.6;27.6;79.0;132.0;28.7;23.2;26.0;147.0;B
25.0;M;174.2;63.0;12.6;93.0;140.0;47.5;15.1;52.0;219.0;B
37.0;M;179.5;84.6;20.9;97.0;151.0;59.1;13.7;43.0;227.0;B
57.0;M;164.6;64.2;25.0;86.0;124.0;42.9;16.4;39.0;192.0;A
30.0;F;165.8;53.4;15.7;75.0;122.0;34.0;15.8;37.0;154.0;B
21.0;M;182.9;68.1;11.4;72.0;138.0;43.3;20.1;64.0;243.0;A
35.0;M;168.4;71.9;19.1;109.0;138.0;53.6;16.2;42.0;232.0;B
54.0;M;173.4;56.9;15.9;87.0;136.0;46.0;7.5;44.0;181.0;C
22.0;F;175.5;73.7;35.5;73.0;132.0;27.5;11.3;30.0;160.0;C
60.0;M;168.7;73.2;17.3;62.0;103.0;39.1;9.1;30.0;181.0;B
23.0;F;154.3;49.0;25.7;51.0;98.0;25.2;24.3;43.0;168.0;A
33.0;M;175.3;74.2;17.6;81.0;149.0;43.5;19.2;44.0;237.0;B
25.0;M;175.1;68.2;17.3;77.0;128.0;34.5;6.7;46.0;203.0;C
36.0;M;176.7;88.0;28.6;83.0;131.0;44.5;11.1;52.0;166.0;D
26.0;M;163.3;64.2;23.2;89.0;145.0;32.2;6.1;50.0;198.0;D
56.0;M;168.6;68.0;17.6;69.0;129.0;44.3;20.0;41.0;178.0;A
29.0;F;167.8;63.5;28.3;77.0;123.0;22.7;26.5;44.0;133.0;D
37.0;M;175.0;76.3;18.6;80.0;120.0;42.0;18.0;46.0;240.0;C
58.0;M;168.5;80.0;24.3;76.0;140.0;36.4;14.5;5.0;133.0;D
22.0;F;158.5;53.0;26.0;79.0;129.0;25.9;21.7;34.0;172.0;B
44.0;M;177.4;69.9;9.5;74.0;130.0;42.4;-15.0;39.0;222.0;D
33.0;F;157.7;53.9;28.5;65.0;113.0;27.5;16.8;52.0;160.0;B
25.0;F;161.7;54.4;26.7;81.0;141.0;22.5;15.8;26.0;146.0;C
24.0;M;163.0;62.4;14.2;98.0;156.0;48.0;19.5;65.0;236.0;B
22.0;M;166.9;90.3;31.4;87.0;120.0;42.6;2.9;57.0;194.0;D
25.0;M;162.8;70.1;27.8;95.0;139.0;36.3;8.4;55.0;221.0;D
25.0;M;179.0;82.6;20.8;78.0;126.0;52.4;22.0;59.0;235.0;A
29.0;F;161.8;63.2;29.6;76.0;122.0;35.2;26.8;56.0;224.0;A
21.0;F;161.5;57.2;32.3;68.0;103.0;29.4;12.6;40.0;157.0;C
31.0;F;163.0;53.6;30.5;69.0;106.0;27.1;29.9;42.0;219.0;A
62.0;M;181.3;93.4;27.1;89.0;133.0;39.6;16.2;23.0;133.0;D
57.0;M;168.5;53.3;21.1;76.0;118.0;32.3;10.3;25.0;162.0;C
52.0;F;156.1;52.3;35.7;67.0;119.0;25.7;-7.6;10.0;134.0;D
22.0;M;174.5;73.2;17.1;74.0;122.0;60.3;7.6;53.0;204.0;C
37.0;F;155.3;45.22;25.7;88.0;137.0;21.6;15.6;44.0;181.0;B
38.0;F;162.7;54.0;25.2;96.0;150.0;24.8;21.8;33.0;166.0;B
64.0;M;162.8;58.5;14.6;89.0;136.0;31.2;19.7;45.0;203.0;A
38.0;M;182.5;72.7;17.1;90.0;148.0;39.4;21.8;59.0;227.0;A
55.0;F;149.0;52.7;36.4;75.0;123.0;22.3;16.5;1.0;93.0;D
29.0;F;167.2;54.4;30.0;76.0;116.0;20.1;14.8;0.0;115.0;D
32.0;F;154.4;55.8;32.2;90.0;135.0;26.1;23.2;35.0;163.0;C
28.0;M;171.5;69.6;24.2;99.0;153.0;36.2;6.6;43.0;220.0;C
25.0;M;168.6;65.6;18.9;74.0;106.0;47.1;12.9;60.0;202.0;B
43.0;M;173.0;69.0;16.1;96.0;131.0;41.6;9.5;45.0;199.0;B
63.0;F;153.2;56.0;42.0;76.0;127.0;23.7;23.8;0.0;103.0;D
24.0;M;170.1;71.8;18.6;83.0;125.0;51.4;15.0;59.0;252.0;B
21.0;F;164.0;59.0;24.9;67.0;110.0;30.1;21.4;53.0;211.0;A
37.0;F;154.7;44.4;21.7;65.0;108.0;22.5;21.5;34.0;169.0;A
29.0;M;168.3;56.4;14.4;79.0;129.0;42.4;2.5;45.0;215.0;D
34.0;F;168.3;58.1;17.9;70.0;120.0;28.8;20.6;32.0;138.0;A
22.0;M;183.3;82.22;12.0;60.0;120.0;44.9;19.9;48.0;231.0;B
26.0;F;164.1;53.5;16.8;72.0;115.0;29.8;23.7;36.0;180.0;B
34.0;F;152.0;46.6;22.4;68.0;110.0;21.2;26.6;24.0;157.0;C
51.0;F;160.3;56.4;28.4;83.0;119.0;21.1;22.5;38.0;134.0;B
25.0;M;170.1;59.6;21.2;86.0;156.0;39.6;5.0;44.0;205.0;D
57.0;F;154.4;52.9;25.3;83.0;148.0;30.3;24.9;48.0;162.0;B
46.0;M;172.0;61.0;20.4;78.0;112.0;36.9;0.0;27.0;130.0;D
44.0;M;177.2;70.6;16.7;93.0;151.0;45.1;18.3;52.0;233.0;A
21.0;F;165.5;54.72;19.9;95.0;132.0;31.5;19.3;37.0;188.0;B
27.0;M;168.6;81.5;20.3;65.0;120.0;43.1;18.3;67.0;226.0;C
41.0;F;162.1;54.5;32.8;86.0;138.0;21.7;12.5;33.0;145.0;C
25.0;F;157.4;56.8;24.6;63.0;101.0;26.7;22.7;54.0;175.0;A
21.0;F;162.7;49.72;21.1;65.0;106.0;21.3;22.7;49.0;179.0;A
22.0;M;175.4;64.1;17.0;88.0;134.0;31.1;9.7;60.0;211.0;C
31.0;M;167.5;70.4;18.3;71.0;125.0;46.4;18.8;55.0;243.0;A
23.0;M;169.5;74.0;24.8;74.0;134.0;46.1;18.4;46.0;222.0;C
21.0;F;167.2;77.9;34.7;83.0;121.0;36.0;21.8;33.0;169.0;B
35.0;M;179.1;91.6;23.5;60.0;135.0;48.0;12.8;38.0;213.0;C
26.0;M;176.0;70.6;15.6;72.0;121.0;49.2;-6.1;47.0;246.0;D
56.0;F;152.3;46.9;25.4;70.0;141.0;14.6;14.0;14.0;124.0;C
40.0;M;175.1;68.58;13.0;89.0;129.0;46.8;17.9;52.0;228.0;A
21.0;M;175.8;71.24;16.0;65.0;127.0;38.3;18.1;47.0;227.0;C
27.0;M;172.6;71.9;19.5;59.0;122.0;48.7;19.1;55.0;223.0;A
61.0;M;163.9;59.4;24.6;74.0;155.0;18.9;12.5;19.0;157.0;D
45.0;M;167.4;67.46;15.8;71.0;114.0;40.4;13.6;38.0;219.0;B
25.0;F;152.0;49.5;27.5;74.0;120.0;28.0;22.0;56.0;173.0;B
35.0;M;171.3;77.2;10.8;99.0;146.0;56.0;25.0;48.0;228.0;B
25.0;F;168.1;53.6;15.1;70.0;125.0;30.9;23.8;46.0;204.0;A
36.0;M;175.6;84.8;24.4;76.0;131.0;47.1;12.2;34.0;229.0;D
42.0;M;173.6;75.5;16.1;93.0;158.0;57.0;15.9;38.0;231.0;B
22.0;M;174.0;80.9;23.7;77.0;136.0;37.0;4.9;50.0;195.0;D
21.0;M;182.2;80.3;16.1;86.0;134.0;49.3;15.6;62.0;242.0;B
39.0;M;170.8;82.5;28.8;70.0;119.0;38.4;-3.5;32.0;182.0;D
44.0;M;173.5;67.7;11.1;70.0;131.0;37.4;11.1;45.0;210.0;C
49.0;M;179.3;75.8;15.7;90.0;149.0;43.8;14.2;41.0;220.0;A
22.0;M;165.3;61.0;15.7;80.0;136.0;38.3;18.1;44.0;219.0;C
38.0;M;169.0;72.9;22.9;94.0;140.0;41.4;8.8;50.0;226.0;C
27.0;M;183.1;85.5;27.1;88.0;157.0;47.7;6.9;53.0;223.0;D
21.0;F;160.6;47.96;27.7;75.0;118.0;20.7;19.9;42.0;162.0;B
56.0;M;169.8;64.78;22.3;70.0;141.0;38.0;7.9;32.0;183.0;C
25.0;M;169.9;78.2;16.9;62.0;130.0;57.9;23.2;61.0;242.0;A
28.0;M;175.6;72.6;14.3;71.0;137.0;46.8;28.8;56.0;251.0;A
64.0;M;165.2;77.9;29.0;81.0;136.0;38.0;15.2;26.0;139.0;D
26.0;F;165.1;56.2;29.1;73.0;112.0;24.3;13.9;34.0;164.0;B
43.0;M;169.5;67.9;15.6;78.0;135.0;43.1;16.4;35.0;226.0;C
62.0;M;171.0;64.9;16.5;68.0;138.0;38.0;9.4;39.0;197.0;B
21.0;M;186.5;73.2;14.6;79.0;130.0;43.6;16.0;42.0;237.0;C
42.0;M;171.1;78.3;22.2;96.0;151.0;50.4;16.2;44.0;232.0;A
22.0;F;162.3;52.9;20.7;86.0;152.0;26.4;22.6;52.0;202.0;A
22.0;F;166.3;56.2;23.3;75.0;125.0;26.2;20.6;46.0;174.0;A
53.0;F;155.0;52.5;26.0;76.0;131.0;17.4;14.0;36.0;150.0;C
25.0;F;166.1;54.5;29.0;74.0;119.0;25.2;22.4;42.0;168.0;B
22.0;M;167.7;66.5;23.1;79.0;134.0;34.9;0.7;34.0;211.0;D
26.0;F;175.6;62.8;22.0;85.0;139.0;34.5;19.0;28.0;165.0;B
49.0;M;178.9;81.9;20.4;82.0;134.0;51.4;19.5;38.0;217.0;B
45.0;M;174.7;90.3;26.1;79.0;126.0;35.7;-10.7;33.0;201.0;D
42.0;F;160.0;56.8;39.4;66.0;98.0;24.9;-4.1;40.0;137.0;D
27.0;M;170.7;72.0;14.0;95.0;154.0;54.9;20.6;59.0;237.0;A
46.0;F;155.1;62.5;37.7;65.0;113.0;24.7;21.0;24.0;124.0;D
22.0;F;151.0;67.6;40.0;84.0;124.0;30.4;21.1;50.0;160.0;B
26.0;M;171.1;60.3;19.0;95.0;155.0;45.3;17.1;53.0;215.0;A
21.0;F;161.7;59.7;31.2;67.0;112.0;29.5;22.8;15.0;181.0;D
53.0;M;169.0;67.8;18.9;74.0;138.0;37.6;7.3;40.0;194.0;C
58.0;F;163.0;57.9;25.3;85.0;138.0;28.2;23.5;33.0;140.0;C
24.0;M;174.5;71.0;21.8;66.0;125.0;38.0;9.6;42.0;220.0;C
21.0;M;180.0;82.5;17.5;87.0;131.0;48.8;7.7;58.0;155.0;C
56.0;F;158.3;55.8;35.8;92.0;128.0;23.0;23.6;20.0;146.0;B
56.0;F;152.2;64.3;36.0;66.0;102.0;19.1;17.7;20.0;92.0;D
62.0;M;164.8;78.8;25.6;74.0;133.0;50.1;10.0;28.0;169.0;B
25.0;M;168.2;58.4;15.4;75.0;135.0;46.8;7.2;34.0;190.0;D
37.0;F;156.6;50.3;23.4;51.0;106.0;21.6;18.5;29.0;133.0;C
46.0;M;165.6;69.58;24.0;84.0;139.0;44.0;17.8;33.0;200.0;D
29.0;M;174.3;84.3;22.9;66.0;115.0;51.6;8.1;56.0;223.0;C
29.0;M;173.0;73.8;19.9;86.0;157.0;47.9;12.6;53.0;253.0;B
24.0;F;155.4;53.7;28.8;63.0;110.0;26.0;24.1;47.0;191.0;A
31.0;M;175.8;71.3;18.1;73.0;128.0;31.4;15.0;45.0;198.0;C
64.0;M;171.6;55.5;11.9;80.0;140.0;28.4;9.8;21.0;183.0;C
47.0;F;159.8;47.7;26.3;74.0;106.0;26.3;13.0;32.0;161.0;C
53.0;M;173.1;73.5;21.9;87.0;144.0;41.7;5.5;39.0;198.0;C
26.0;M;183.4;77.8;8.7;81.0;136.0;54.1;18.8;55.0;253.0;A
23.0;M;171.1;64.8;14.8;83.0;128.0;38.2;12.3;55.0;241.0;D
21.0;M;175.4;68.1;17.8;63.0;123.0;41.3;22.4;47.0;226.0;C
28.0;M;179.0;80.6;10.7;85.0;149.0;49.6;17.7;57.0;247.0;A
45.0;M;173.0;65.54;11.9;100.0;142.0;59.1;22.7;47.0;239.0;A
46.0;F;159.7;49.3;27.2;73.0;121.0;19.3;28.2;31.0;172.0;B
30.0;M;166.8;70.3;17.8;59.0;89.0;54.2;19.2;60.0;234.0;A
58.0;M;170.6;73.6;25.9;99.0;151.0;30.2;14.2;35.0;176.0;D
22.0;M;167.2;64.0;18.5;75.0;111.0;35.2;14.5;57.0;200.0;B
37.0;M;173.5;80.6;19.8;68.0;114.0;54.2;21.9;50.0;260.0;A
37.0;M;166.2;75.6;14.8;73.0;140.0;47.3;17.5;49.0;246.0;A
32.0;M;165.7;76.6;26.0;97.0;153.0;44.3;13.4;49.0;199.0;B
33.0;M;183.1;75.3;20.7;94.0;140.0;31.3;2.5;35.0;194.0;D
25.0;M;182.5;71.1;15.6;77.0;119.0;51.2;18.6;42.0;224.0;C
24.0;M;175.3;72.3;15.0;95.0;152.0;33.4;23.0;45.0;240.0;C
24.0;M;183.1;77.6;16.5;78.0;108.0;48.0;10.5;51.0;231.0;C
27.0;M;170.4;66.1;15.9;88.0;139.0;47.1;29.1;53.0;238.0;A
29.0;F;168.8;51.0;23.2;58.0;110.0;30.1;22.8;43.0;167.0;A
63.0;F;157.4;48.2;17.5;92.0;149.0;25.4;28.0;27.0;157.0;A
49.0;M;170.4;75.9;25.7;86.0;131.0;33.8;3.5;30.0;187.0;D
27.0;M;171.7;77.3;15.1;76.0;139.0;48.4;24.3;59.0;255.0;A
27.0;M;164.7;59.1;30.5;81.0;144.0;26.8;24.1;41.0;151.0;D
26.0;M;170.7;71.84;22.0;91.0;148.0;45.5;18.9;54.0;242.0;A
51.0;F;160.4;60.7;35.2;58.0;117.0;24.7;16.4;4.0;123.0;D
26.0;M;176.0;72.4;17.4;73.0;129.0;49.0;19.6;75.0;242.0;A
37.0;M;162.5;57.7;12.8;81.0;122.0;38.6;15.5;59.0;221.0;A
23.0;M;177.0;80.8;17.2;79.0;139.0;54.2;8.0;51.0;235.0;C
60.0;M;168.1;60.1;9.9;84.0;134.0;42.2;16.4;32.0;222.0;A
61.0;M;158.6;64.3;23.9;78.0;137.0;33.2;8.5;25.0;167.0;B
63.0;F;159.9;61.3;35.3;64.0;129.0;20.1;19.1;19.0;118.0;C
21.0;F;154.4;54.2;32.9;95.0;128.0;30.2;16.4;43.0;117.0;B
60.0;M;167.6;68.1;27.7;65.0;119.0;40.5;-3.2;19.0;151.0;D
48.0;F;168.8;46.1;26.0;75.0;116.0;24.0;24.7;32.0;174.0;C
38.0;F;156.5;49.5;26.2;75.0;119.0;26.5;17.9;32.0;166.0;B
21.0;F;170.2;65.8;27.1;77.0;117.0;26.9;19.8;40.0;177.0;C
47.0;F;172.0;57.66;20.5;60.0;104.0;25.2;26.7;19.0;169.0;C
50.0;M;170.4;69.5;25.1;84.0;129.0;37.5;14.9;36.0;205.0;B
33.0;M;179.6;75.9;18.7;75.0;108.0;47.0;16.4;39.0;243.0;C
40.0;F;173.2;65.22;27.4;67.0;111.0;28.4;17.8;31.0;176.0;C
35.0;M;165.6;88.5;40.1;87.0;136.0;33.9;7.4;6.0;151.0;D
41.0;M;170.6;70.3;20.1;95.0;145.0;48.2;14.2;41.0;189.0;B
22.0;M;171.4;56.6;17.0;76.0;114.0;27.9;15.0;48.0;259.0;D
46.0;M;170.3;69.6;21.1;70.0;130.0;45.3;12.4;38.0;193.0;C
27.0;M;162.6;79.6;35.6;68.0;114.0;18.7;-3.6;17.0;101.0;D
50.0;F;159.4;61.3;31.3;93.0;150.0;27.7;18.3;15.0;136.0;C
32.0;M;183.8;96.2;23.6;77.0;147.0;61.0;7.6;51.0;204.0;C
35.0;F;159.9;56.5;22.5;75.0;128.0;45.5;24.1;26.0;159.0;D
31.0;M;177.2;101.1;32.0;99.0;155.0;45.0;9.5;42.0;213.0;D
40.0;M;169.8;86.4;30.4;97.0;153.0;49.2;2.9;27.0;191.0;D
24.0;F;154.4;49.52;32.0;55.0;118.0;22.9;20.4;35.0;178.0;B
33.0;M;181.7;81.2;21.7;79.0;125.0;54.4;15.5;43.0;226.0;C
31.0;M;171.5;61.0;16.8;76.0;130.0;33.3;21.0;51.0;218.0;B
26.0;F;159.2;51.98;31.5;81.0;118.0;24.2;24.5;29.0;148.0;C
23.0;F;157.1;57.7;33.7;67.0;106.0;29.0;33.0;33.0;153.0;C
22.0;F;155.0;51.5;23.6;70.0;122.0;31.7;16.8;32.0;136.0;C
21.0;M;177.3;69.9;13.3;74.0;147.0;32.3;7.7;49.0;215.0;C
30.0;M;177.0;74.8;21.0;76.0;129.0;45.1;5.7;55.0;214.0;C
21.0;F;159.9;53.5;27.9;62.0;103.0;24.2;18.7;36.0;154.0;B
21.0;F;166.8;57.9;27.2;78.0;130.0;29.7;16.5;57.0;179.0;B
50.0;F;164.8;60.2;23.6;58.0;106.0;24.7;20.4;13.0;146.0;C
21.0;M;182.4;76.1;22.2;86.0;135.0;39.1;19.5;46.0;226.0;C
39.0;M;183.2;98.76;27.0;99.0;159.0;48.8;9.9;33.0;205.0;D
46.0;F;166.8;64.5;20.3;90.0;134.0;28.7;12.7;18.0;161.0;C
22.0;M;166.5;67.0;22.2;72.0;133.0;37.8;17.2;63.0;237.0;A
34.0;M;171.7;81.1;24.1;77.0;126.0;40.0;10.3;38.0;236.0;C
61.0;F;153.8;52.3;28.0;80.0;124.0;27.7;17.4;18.0;124.0;B
58.0;M;163.0;57.5;9.963;94.0;138.0;39.5;22.9;48.0;180.0;A
47.0;M;167.1;74.6;22.2;98.0;140.0;44.0;12.7;46.0;192.0;B
59.0;F;157.0;50.7;36.4;85.0;154.0;25.9;18.9;20.0;155.0;B
25.0;M;171.4;69.0;18.3;99.0;130.0;40.0;10.9;50.0;239.0;B
24.0;F;177.4;62.7;23.4;86.0;139.0;30.8;21.5;49.0;213.0;A
59.0;F;159.0;58.4;32.8;90.0;148.0;24.8;25.0;12.0;127.0;C
29.0;M;178.9;83.1;13.8;81.0;148.0;52.9;21.2;55.0;254.0;A
22.0;M;178.4;86.8;24.4;79.0;152.0;44.7;-6.9;38.0;233.0;D
37.0;M;171.5;89.2;30.2;83.0;145.0;47.6;11.8;36.0;199.0;D
62.0;F;161.9;61.6;31.4;82.0;132.0;24.4;20.5;15.0;98.0;D
32.0;F;164.8;69.6;33.2;91.0;142.0;29.4;15.5;28.0;174.0;D
51.0;M;171.5;68.8;24.3;68.0;103.0;29.5;-2.0;20.0;175.0;D
41.0;M;179.7;72.2;18.6;97.0;145.0;46.8;14.9;45.0;245.0;B
23.0;M;172.3;80.2;23.3;90.0;130.0;55.2;21.6;54.0;219.0;C
52.0;F;152.8;46.2;20.0;61.0;109.0;24.5;27.0;29.0;165.0;A
24.0;F;167.6;71.9;29.0;65.0;129.0;42.6;24.5;44.0;178.0;A
22.0;M;175.8;69.66;13.3;70.0;127.0;44.8;18.7;52.0;262.0;B
25.0;F;161.6;45.4;27.9;64.0;123.0;24.3;21.3;60.0;179.0;A
39.0;F;158.5;53.6;26.4;74.0;116.0;21.3;25.9;31.0;171.0;A
28.0;M;175.4;60.6;13.5;76.0;123.0;44.4;17.5;53.0;227.0;A
21.0;M;179.6;89.4;13.5;85.0;158.0;57.9;29.4;59.0;270.0;A
63.0;M;163.2;56.8;22.5;94.0;158.0;31.7;9.4;30.0;178.0;B
62.0;F;157.2;50.4;26.7;83.0;140.0;29.4;19.8;18.0;159.0;A
64.0;M;169.8;66.9;21.1;83.0;146.0;36.0;15.6;34.0;175.0;A
29.0;M;173.9;75.1;16.1;90.0;159.0;55.3;16.0;47.0;245.0;B
62.0;F;152.5;60.1;34.9;83.0;150.0;23.1;17.7;13.0;127.0;B
29.0;M;171.4;75.88;27.3;88.0;146.0;39.7;23.8;45.0;201.0;D
30.0;M;172.5;67.4;12.7;85.0;130.0;45.8;16.6;54.0;255.0;B
22.0;M;171.2;67.1;13.6;69.0;141.0;52.1;16.2;72.0;275.0;A
61.0;F;153.8;50.0;27.3;65.0;124.0;24.7;13.8;23.0;125.0;C
23.0;M;185.7;108.9;29.2;97.0;151.0;46.6;6.2;35.0;208.0;D
54.0;F;159.1;64.22;36.9;75.0;131.0;24.6;19.8;5.0;133.0;D
61.0;F;154.4;52.3;31.7;76.0;155.0;23.2;18.2;18.0;133.0;B
60.0;F;157.7;60.3;33.8;99.0;138.0;19.3;18.3;22.0;110.0;D
63.0;F;154.5;64.5;44.5;100.0;158.0;25.6;16.7;12.0;108.0;B
40.0;F;158.0;53.8;25.8;78.0;115.0;28.6;17.0;29.0;170.0;B
54.0;M;167.1;64.6;19.1;72.0;139.0;37.5;14.0;46.0;201.0;B
27.0;M;179.0;72.52;11.4;85.0;132.0;50.9;15.9;53.0;252.0;A
39.0;M;176.0;67.9;18.1;93.0;141.0;41.7;5.5;35.0;237.0;C
52.0;F;161.8;69.3;49.3;66.0;123.0;23.9;0.1;21.0;101.0;D
22.0;F;159.9;59.8;23.5;85.0;127.0;33.5;22.0;46.0;188.0;A
25.0;M;176.6;70.8;8.8;74.0;121.0;36.3;17.0;55.0;248.0;C
40.0;M;178.9;73.8;11.5;70.0;110.0;45.0;13.4;34.0;194.0;C
29.0;M;174.3;75.5;9.4;71.0;142.0;43.4;20.8;60.0;256.0;B
43.0;M;161.8;68.4;24.3;95.0;145.0;41.8;13.5;46.0;197.0;B
26.0;F;166.0;66.1;26.7;74.0;141.0;32.7;14.1;44.0;172.0;B
26.0;F;164.9;59.5;25.6;75.0;123.0;32.9;16.7;44.0;198.0;B
32.0;F;157.6;49.44;22.3;74.0;120.0;32.4;15.5;40.0;125.0;B
24.0;M;177.3;70.8;18.8;70.0;142.0;38.6;7.0;56.0;196.0;C
55.0;F;154.7;54.9;33.3;86.0;149.0;18.3;23.5;19.0;139.0;D
32.0;M;183.9;87.6;29.3;96.0;146.0;46.6;10.4;36.0;201.0;D
44.0;M;173.8;76.6;19.9;88.0;157.0;34.9;10.0;42.0;214.0;C
54.0;F;153.4;62.6;31.9;70.0;158.0;27.7;18.0;26.0;164.0;B
26.0;M;176.5;70.3;22.3;66.0;112.0;44.0;27.0;45.0;206.0;C
63.0;F;158.4;76.4;39.8;72.0;111.0;20.2;28.5;10.0;105.0;D
43.0;F;153.2;51.7;27.2;62.0;113.0;26.7;15.6;31.0;160.0;B
61.0;F;150.7;50.2;27.5;71.0;129.0;22.9;19.6;8.0;122.0;C
52.0;M;178.1;76.5;21.1;80.0;117.0;52.0;15.4;38.0;200.0;A
25.0;M;172.9;69.7;19.4;90.0;115.0;45.7;14.3;31.0;211.0;D
27.0;F;165.8;64.1;32.3;83.0;122.0;27.6;21.7;52.0;172.0;B
26.0;M;178.5;81.2;13.9;90.0;140.0;48.7;17.5;49.0;234.0;B
21.0;F;171.0;64.26;24.7;74.0;122.0;24.5;14.9;44.0;186.0;C
28.0;M;175.5;80.0;14.1;64.0;122.0;50.1;19.2;57.0;254.0;B
21.0;M;169.7;69.7;22.1;76.0;134.0;32.4;19.4;57.0;231.0;D
61.0;F;154.3;41.4;23.0;65.0;121.0;25.8;23.0;21.0;123.0;A
21.0;M;167.4;74.9;16.4;77.0;139.0;44.9;21.6;63.0;252.0;A
21.0;F;163.3;54.1;24.3;71.0;123.0;28.0;30.8;47.0;199.0;A
27.0;M;182.3;83.2;18.1;84.0;145.0;41.9;11.3;47.0;237.0;B
21.0;M;174.9;70.3;20.6;61.0;105.0;45.8;8.0;45.0;210.0;C
27.0;F;166.5;58.5;19.7;79.0;125.0;31.4;22.0;32.0;150.0;B
32.0;F;162.7;54.7;28.5;96.0;144.0;24.8;12.0;34.0;146.0;C
22.0;F;155.1;59.9;29.5;72.0;116.0;30.5;21.8;54.0;177.0;A
48.0;F;157.0;59.3;37.7;98.0;152.0;18.8;15.0;2.0;134.0;D
58.0;F;160.6;55.8;28.6;73.0;119.0;20.3;20.3;25.0;147.0;B
32.0;M;172.8;77.3;20.7;95.0;155.0;46.0;22.6;47.0;229.0;B
62.0;M;172.0;65.2;19.7;99.0;181.0;32.0;2.0;38.0;187.0;D
56.0;M;168.6;73.8;25.7;75.0;130.0;43.7;16.9;51.0;213.0;B
60.0;M;171.0;77.3;19.7;93.0;156.0;46.2;22.2;33.0;193.0;A
31.0;F;168.0;58.9;27.4;76.0;118.0;28.7;21.1;36.0;175.0;A
28.0;M;180.6;70.3;19.3;60.0;124.0;42.6;12.0;45.0;240.0;B
24.0;M;181.4;88.8;17.5;86.0;140.0;45.8;7.2;44.0;247.0;C
27.0;M;174.3;66.2;8.7;97.0;154.0;42.1;16.3;67.0;256.0;A
36.0;M;174.5;76.8;25.4;77.0;117.0;38.6;6.2;51.0;219.0;D
63.0;M;168.4;61.5;19.2;87.0;157.0;35.9;14.6;26.0;163.0;B
23.0;M;173.3;90.4;29.4;75.0;148.0;34.2;3.6;43.0;179.0;D
51.0;M;169.4;72.6;23.7;99.0;152.0;38.0;15.7;36.0;189.0;D
24.0;F;164.1;49.38;19.1;69.0;112.0;28.5;21.1;46.0;171.0;A
25.0;F;157.6;59.8;32.6;60.0;105.0;27.2;19.1;51.0;170.0;B
22.0;F;167.9;53.9;22.9;69.0;96.0;36.9;22.9;47.0;190.0;C
41.0;F;156.3;52.7;31.2;63.0;101.0;20.7;26.8;40.0;149.0;B
22.0;M;176.0;79.6;25.5;100.0;156.0;51.7;19.3;56.0;277.0;A
40.0;F;166.0;58.5;25.8;83.0;123.0;31.0;22.0;33.0;156.0;A
36.0;M;173.0;73.9;16.9;71.0;109.0;50.0;21.0;60.0;240.0;A
59.0;M;175.0;70.6;19.2;91.0;150.0;40.6;12.2;30.0;179.0;C
32.0;M;175.0;65.5;17.9;94.0;129.0;42.2;18.3;52.0;245.0;A
64.0;M;167.7;73.8;29.7;81.0;136.0;39.5;6.4;30.0;185.0;D
41.0;M;168.3;63.3;14.7;73.0;115.0;45.3;17.0;44.0;215.0;A
26.0;M;180.6;80.1;7.9;72.0;134.0;57.3;21.0;51.0;261.0;A
23.0;F;160.6;58.3;29.3;69.0;124.0;33.4;20.9;39.0;175.0;A
63.0;F;153.5;58.16;38.0;64.0;149.0;23.1;-2.1;11.0;98.0;D
58.0;F;154.8;57.36;27.8;95.0;148.0;22.7;18.5;26.0;128.0;B
40.0;M;178.9;76.9;19.5;68.0;119.0;43.0;16.2;49.0;232.0;A
39.0;M;180.9;79.7;17.8;70.0;132.0;41.5;16.1;43.0;227.0;C
29.0;F;161.1;73.52;39.3;74.0;125.0;27.7;20.5;30.0;178.0;D
60.0;M;174.5;75.1;25.6;74.0;123.0;36.8;11.8;32.0;174.0;B
44.0;M;172.7;82.7;29.8;77.0;131.0;46.5;-11.0;30.0;215.0;D
30.0;F;166.3;55.2;24.2;70.0;116.0;27.2;19.1;47.0;173.0;A
57.0;F;153.5;52.9;30.1;66.0;102.0;21.5;20.6;31.0;124.0;B
46.0;F;162.3;60.3;28.1;79.0;125.0;17.6;17.4;21.0;142.0;C
54.0;M;160.4;57.1;15.7;82.0;121.0;45.0;24.0;55.0;208.0;A
21.0;F;160.3;48.7;26.7;70.0;107.0;27.3;18.8;32.0;175.0;B
25.0;M;176.3;80.0;29.0;99.0;150.0;44.1;-0.9;32.0;175.0;D
27.0;F;154.7;46.8;28.4;66.0;121.0;22.3;7.5;15.0;150.0;D
53.0;F;158.4;51.7;22.7;70.0;110.0;24.5;20.4;30.0;155.0;A
21.0;M;183.1;82.8;21.2;70.0;115.0;52.3;18.2;55.0;254.0;C
27.0;M;170.3;73.1;18.4;74.0;123.0;41.6;0.8;44.0;208.0;D
27.0;M;148.0;66.3;10.7;84.0;122.0;43.5;22.0;56.0;250.0;A
47.0;F;155.6;66.8;36.1;97.0;142.0;26.6;-1.3;18.0;143.0;D
35.0;M;182.2;82.0;25.9;75.0;124.0;50.8;-5.0;45.0;184.0;D
64.0;M;167.8;64.2;20.0;96.0;158.0;42.6;18.6;28.0;180.0;B
