Image;Class;Mean;Variance;Standard Deviation;Entropy;Skewness;Kurtosis;Contrast;Energy;ASM;Homogeneity;Dissimilarity;Correlation;Coarseness
Image3099;1;202.173.767.089.844;131.677.219.217.496;362.873.558.167.987;0.022051979337817;25.455.583.745.748;729.924.783.977.172;908.414.655.525.039;0.127060017063126;0.016144247936082;0.436912787171169;458.177.993.338.398;0.974636235860546;7,46E-141
Image3100;1;713.542.175.292.969;736.516.677.913.824;27.138.840.762.159;0.010708180731482;438.763.106.353.763;203.160.363.318.238;100.231.856.540.084;0.087745327309805;0.007699242464705;0.3714791583406;507.278.481.012.658;0.9739630606428;7,46E-141
Image3101;1;185.694.122.314.453;112.740.858.222.799;335.769.054.891.601;0.03539540286322;23.905.172.197.919;627.014.729.795.644;951.919.438.510.833;0.162210091687078;0.02631211384513;0.46632315934551;42.405.859.017.394;0.966393756338154;7,46E-141
Image3102;0;5.949.951.171.875;427.314.562.366.257;206.715.882.884.276;0.080125915392436;38.954.275.207.107;156.725.833.839.751;253.417.559.523.809;0.248925131385502;0.061963721035289;0.492281307306755;59.577.380.952.381;0.912908580615397;7,46E-141
Image3103;1;542.121.887.207.031;33.109.192.321.074;181.959.315.015.951;0.003958444214118;394.407.815.155.012;164.797.233.203.005;343.355.493.998.153;0.052465760724887;0.002752656048441;0.428715666676016;320.535.549.399.815;0.961660738225151;7,46E-141
Image3104;1;318.656.921.386.719;230.165.161.419.392;151.711.951.216.571;0.00621241749295;526.717.425.810.831;289.524.834.419.538;272.720.057.720.058;0.065810002593421;0.004330956441346;0.421327363927471;305.411.255.411.255;0.963706445624362;7,46E-141
Image3105;0;225.466.918.945.312;897.046.107.140.439;947.125.180.290.567;0.176013695748617;456.360.459.438.336;211.254.031.000.041;738.164.682.539.683;0.377067913679331;0.142180211526483;0.69169099523736;289.781.746.031.746;0.923132302576715;7,46E-141
Image3106;0;143.877.563.476.563;748.732.773.691.963;273.629.818.128.793;0.109889452963661;235.550.429.232.547;596.532.134.371.423;77.937.440.457.288;0.294409233989588;0.086676797058336;0.544629812953141;360.781.200.381.073;0.970788169585366;7,46E-141
Image3107;1;475.611.877.441.406;344.981.980.323.102;185.736.905.412.764;0.003019400776252;43.630.670.220.713;198.224.258.084.735;981.016.990.291.262;0.045856767274972;0.002102843104911;0.323415261691438;549.684.466.019.418;0.900074797534447;7,46E-141
Image3108;1;136.731.262.207.031;686.003.528.176.571;261.916.690.605.347;0.005976713621034;253.060.838.612.342;694.443.824.362.993;795.092.424.242.424;0.064806277860542;0.004199853650138;0.370976535395739;468.090.909.090.909;0.919864466559504;7,46E-141
Image3109;1;681.227.111.816.406;769.376.379.195.057;27.737.634.708.011;0.001226272335497;479.581.105.938.222;24.623.009.315.024;10.421.971.971.972;0.029176431877288;0.00085126417709;0.265413195132926;643.143.143.143.143;0.97061656090333;7,46E-141
Image3110;0;307.455.444.335.937;163.386.076.809.145;127.822.563.270.005;0.176634239177525;480.464.403.778.445;24.399.294.836.275;103.809.042.145.594;0.379876059426284;0.144305820525242;0.566463276988357;43.264.367.816.092;0.940183994159578;7,46E-141
Image3111;0;871.018.981.933.594;797.984.422.570.023;282.486.180.647.837;0.152276329159991;36.058.678.150.234;133.289.586.182.914;177.067.949.907.236;0.350563380063518;0.122894683441559;0.595101912418096;413.775.510.204.082;0.967914034836972;7,46E-141
Image3112;1;299.856.567.382.812;39.900.078.129.681;199.750.039.123.103;0.002393936045895;69.884.229.224.763;499.217.211.974.372;521.464.285.714.286;0.04077376607575;0.0016625;0.276947229252011;486.785.714.285.714;0.952325455288456;7,46E-141
Image3113;1;181.768.646.240.234;175.418.350.457.632;418.829.739.223.031;0.009016802048764;285.294.208.281.051;861.386.402.218.659;149.422.403.846.154;0.080223430595856;0.006435798816568;0.390720918508001;505.048.076.923.077;0.960238425863547;7,46E-141
Image3114;1;954.058.837.890.625;135.330.740.864.643;367.873.267.396.046;0.012697810793357;420.880.300.880.795;180.525.873.279.878;126.376.818.181.818;0.095587974925789;0.009137060950413;0.41468367322718;419.681.818.181.818;0.97781471782158;7,46E-141
Image3115;1;969.355.773.925.781;136.554.590.422.118;369.532.935.503.885;0.010682748813236;418.139.129.039.964;178.697.532.398.121;113.950.191.570.881;0.087508603845344;0.007657755746961;0.378203994125709;445.593.869.731.801;0.978525407019796;7,46E-141
Image3116;1;8.453.125;1.208.367.036.134;347.615.741.319.924;0.007489307234478;445.793.200.016.686;202.957.128.529.904;123.248.807.631.161;0.072984921660655;0.005326798789812;0.355102467264931;47.628.510.863.805;0.971749491377611;7,46E-141
Image3117;1;110.296.478.271.484;139.481.303.403.259;373.471.957.987.824;0.011741337565782;384.017.128.392.383;153.791.524.021.104;193.084.174.477.289;0.091835824095866;0.008433818587367;0.396689108855532;510.400.144.196.107;0.960295938649085;7,46E-141
Image3118;1;455.744.934.082.031;678.657.561.480.345;260.510.568.207.961;0.018751945847966;607.232.808.800.931;37.938.651.648.782;254.189.351.851.852;0.116726817973821;0.013625150034294;0.396159166178254;625.601.851.851.852;0.95840057471884;7,46E-141
Image3119;1;163.916.015.625;234.277.422.708.692;153.061.236.996.404;0.012012683812993;967.402.812.731.933;9.580.826.580.159;31.595.875;0.092656118254544;0.00858515625;0.34179578008727;674.125;0.925797190780645;7,46E-141
Image3120;1;408.407.592.773.438;494.797.003.676.077;222.440.329.903.567;0.009311521565875;581.263.548.963.207;346.463.535.073.003;102.462.036.238.136;0.081375297957841;0.006621939117727;0.350023088604984;519.974.115.616.911;0.971814395993835;7,46E-141
Image3121;1;114.200.286.865.234;116.866.395.694.653;341.857.273.865.356;0.010967251489706;348.673.699.197.949;126.177.170.989.725;186.424.528.301.887;0.088624898091612;0.007854372561749;0.400180944434791;549.694.783.573.807;0.957453936993691;7,46E-141
Image3122;1;253.730.926.513.672;192.634.154.639.724;438.901.076.143.274;0.02363518793549;228.567.145.011.417;553.866.345.907.512;215.547.453.703.704;0.131659137097012;0.01733412838113;0.419591172271372;620.162.037.037.037;0.953268375352834;7,46E-141
Image3123;1;259.829.559.326.172;18.962.449.881.301;435.458.951.926.597;0.019288946039967;219.906.548.517.396;504.244.668.204.897;206.879.846.761.087;0.118458485211305;0.014032412718557;0.415933489105626;605.293.707.917.344;0.946584625844962;7,46E-141
Image3124;1;493.608.093.261.719;618.570.077.177.112;248.710.690.798.991;0.00245030098792;549.370.273.255.787;310.314.530.200.433;843.537.254.901.961;0.041263213954274;0.001702652825836;0.326657341992182;549.411.764.705.882;0.967127212881894;7,46E-141
Image3125;1;358.473.205.566.406;461.594.628.039.858;214.847.533.855.955;0.001979966361269;652.215.800.280.583;439.930.671.052.274;166.276.584.317.938;0.037091936949156;0.00137581178664;0.251296787740312;787.701.396.348.013;0.944555508367419;7,46E-141
Image3126;0;492.018.127.441.406;325.815.897.654.816;180.503.711.223.569;0.096130944717052;400.245.556.695.594;163.256.974.046.293;164.628.246.753.247;0.274070185352967;0.07511446649941;0.513817709569722;510.487.012.987.013;0.932353352073347;7,46E-141
Image3127;1;682.695.007.324.219;379.496.517.827.659;194.806.703.639.187;0.082004795039681;35.000.365.105.078;13.242.199.256.025;951.558.493.589.744;0.252196037377248;0.063602841268786;0.51059090512941;404.907.852.564.103;0.954896152883796;7,46E-141
Image3128;1;111.152.648.925.781;855.409.243.924.158;292.473.801.206.904;0.036355587276467;346.842.954.434.981;133.385.996.550.568;205.611.273.999.811;0.164747496695533;0.027141737667445;0.417041548443005;602.478.010.025.537;0.94821699426821;7,46E-141
Image3129;1;170.032.043.457.031;131.152.264.668.086;3.621.495.059.614;0.009034578330094;310.635.064.595.567;106.351.627.109.659;148.394.017.094.017;0.080497817996024;0.006479898702121;0.347403290792289;620.512.820.512.821;0.967043607039325;7,46E-141
Image3130;1;155.970.458.984.375;118.319.149.798.568;343.975.507.556.233;0.004788782574668;318.339.077.601.548;113.234.722.215.814;141.524.824.393.359;0.058207965180287;0.003388167210429;0.334924606698649;632.383.461.047.254;0.962042876202569;7,46E-141
Image3131;1;162.998.504.638.672;123.333.495.388.541;351.188.689.152.344;0.002281533112696;303.465.793.046.531;101.331.882.536.412;113.963.518.609.608;0.039936570087869;0.001594929630383;0.31870055163908;609.435.973.110.346;0.964209740743335;7,46E-141
Image3132;1;164.460.144.042.969;128.243.090.029.705;358.110.443.899.232;0.001541016256689;316.816.242.930.257;113.090.468.940.678;108.412.000.682.827;0.032708384251636;0.001069838400353;0.313511266252148;605.744.281.324.684;0.964597820430391;7,46E-141
Image3133;1;149.278.564.453.125;119.847.925.098.816;346.190.590.713.867;0.001408489023769;324.630.860.885.869;117.700.787.572.425;112.164.488.636.364;0.031266926086461;0.000977620666896;0.30678285902796;611.013.257.575.758;0.961841322204042;7,46E-141
Image3134;1;116.930.541.992.188;997.564.350.655.158;31.584.242.125.705;0.001128340634593;348.239.731.249.712;133.003.196.609.521;126.802.538.964.304;0.027980786670245;0.000782924422686;0.268144854854079;669.193.061.840.121;0.945446433686735;7,46E-141
Image3135;1;712.989.807.128.906;666.202.315.006.361;258.108.952.771.182;0.001652787348184;428.271.600.334.221;19.875.881.358.773;923.416.453.537.937;0.033874061055949;0.001147452012422;0.269200224930419;609.867.860.187.553;0.948048389640709;7,46E-141
Image3136;1;196.461.486.816.406;177.225.748.044.114;133.126.161.232.161;0.002902616762252;739.122.010.951.597;581.742.359.058.165;606.967.787.114.846;0.044908106927103;0.002016738067776;0.301959113287557;523.319.327.731.092;0.940187384789075;7,46E-141
Image3137;0;963.389.587.402.344;422.601.014.271.037;205.572.618.378.771;0.128387107654809;268.155.721.492.686;77.545.398.102.307;641.816.228.442.183;0.319979365750701;0.102386794506221;0.566662182644845;324.568.843.652.813;0.963774483369363;7,46E-141
Image3138;1;710.786.437.988.281;61.469.210.808.565;247.929.850.579.887;0.010398263166809;433.125.599.680.889;209.357.946.987.225;110.233.804.784.355;0.086342424203016;0.007455014217253;0.363548610959833;536.109.656.015.366;0.964866233211583;7,46E-141
Image3139;1;166.285.095.214.844;966.890.001.051.795;310.948.548.967.799;0.026837742958886;289.596.824.068.607;100.709.795.874.843;115.106.728.263.445;0.140405250186954;0.019713634280061;0.435729424340124;493.781.094.527.363;0.960528110588511;7,46E-141
Image3140;1;965.011.596.679.688;809.962.105.793.034;284.598.332.003.727;0.005908620000764;379.911.953.215.444;160.557.088.788.574;137.076.567.656.766;0.064674950143056;0.004182849176007;0.360827294098751;561.306.930.693.069;0.956961792932529;7,46E-141
Image3141;1;679.928.588.867.188;753.316.004.008.607;274.466.027.771.855;0.005785815620654;45.558.725.791.928;218.416.156.504.786;148.007.197.815.835;0.064047043588169;0.004102023792385;0.32619142105385;603.102.506.825.515;0.955225349291954;7,46E-141
Image3142;1;615.293.884.277.344;711.249.933.533.544;266.692.694.600.648;0.021429412572957;486.938.359.936.714;250.886.189.370.791;123.628.841.607.565;0.125229133839033;0.015682335962075;0.41447122546233;510.191.752.035.724;0.974808137930624;7,46E-141
Image3143;1;875.863.647.460.938;772.198.437.781.047;27.788.458.715.464;0.017439929579966;397.504.888.614.026;176.345.079.524.609;853.729.753.392.675;0.112544973697124;0.012666371104487;0.427992110761295;434.247.774.697.213;0.976544997128212;7,46E-141
Image3144;1;360.324.096.679.687;438.332.994.606.471;209.364.035.738.345;0.00459320147349;62.879.127.957.262;413.115.506.179.403;134.620.689.655.172;0.056711308035095;0.003216172459051;0.358809286985533;542.089.249.492.901;0.95177452199708;7,46E-141
Image3145;1;35.360.107.421.875;392.104.007.826.247;198.016.162.932.789;0.020263756198415;623.851.542.699.232;414.377.445.426.778;143.492.643.968.054;0.121668911796585;0.014803324097765;0.384033214920644;57.145.859.604.876;0.96674840721588;7,46E-141
Image3146;1;0.69378662109375;79.355.562.825.773;890.817.393.329.144;0.003995010480683;139.323.655.268.852;206.397.243.391.657;192.480.676.328.502;0.052699092341235;0.00277719433359;0.259437974889814;855.314.009.661.836;0.918834858376637;7,46E-141
Image3147;0;345.469.665.527.344;189.153.714.863.664;137.533.165.041.623;0.146705369837133;427.735.099.920.127;185.649.694.696.193;110.959.986.320.109;0.342875987218257;0.117563942610894;0.611748138309473;366.963.064.295.486;0.936686831391908;7,46E-141
Image3148;0;992.544.555.664.062;689.367.921.903.367;262.558.169.155.592;0.167434164317928;318.688.717.144.309;106.186.308.822.723;799.496.124.031.008;0.368970631509837;0.136139326916768;0.598391695778074;344.296.788.482.835;0.97889903246043;7,46E-141
Image3149;1;520.014.953.613.281;403.618.936.177.146;200.902.696.890.098;0.002038017825996;476.711.875.350.819;248.094.241.607.099;211.360.245.901.639;0.037625763314999;0.001415698065036;0.333023876624473;70.672.131.147.541;0.918528958190845;7,46E-141
Image3150;0;164.104.156.494.141;878.927.632.094.658;296.467.136.811.934;0.092746319313667;221.776.061.971.998;522.274.814.436.283;111.497.446.265.163;0.268764934136927;0.072234589821627;0.542488549385125;389.263.673.121.941;0.960098593489673;7,46E-141
Image3151;0;826.463.317.871.094;495.421.800.113.122;222.580.726.953.868;0.126332846137456;317.897.868.202.321;104.739.115.317.899;139.714.710.743.802;0.317069645824475;0.100533160303258;0.55411487279999;482.082.644.628.099;0.94827284471486;7,46E-141
Image3152;0;301.536.560.058.594;2.062.949.989.991;143.629.731.949.586;0.222271120740891;523.056.294.677.272;280.307.651.103.372;174.504.285.714.286;0.42994148569596;0.184849681122449;0.62318190973775;497.928.571.428.572;0.936431216270035;7,46E-141
Image3153;1;310.256.958.007.812;297.998.552.332.561;172.626.345.710.196;0.001932194335211;597.959.599.995.071;367.540.856.494.338;145.899.621.212.121;0.036620923366798;0.001341092028237;0.276560833437508;675.378.787.878.788;0.912051799265887;7,46E-141
Image3154;1;104.878.234.863.281;126.288.810.032.848;112.378.294.182.127;0.007584737352571;108.596.722.804.221;118.442.664.250.323;249.168.278.529.981;0.072669119513227;0.005280800930828;0.294444071074241;346.228.239.845.261;0.808997302041442;7,46E-141
Image3155;0;123.869.171.142.578;815.021.742.728.126;285.485.856.519.745;0.088039292391999;27.387.871.322.245;781.469.601.261.144;188.986.703.138.059;0.261749893365686;0.068513006676948;0.510567594676509;529.245.498.062.457;0.941924210879199;7,46E-141
Image3156;0;601.388.549.804.688;447.176.603.174.064;211.465.506.211.785;0.118014569609184;40.312.825.805.011;169.704.964.286.392;221.642.615.405.442;0.306046136962542;0.093664237949695;0.502297500958215;59.455.800.731.014;0.935783311222279;7,46E-141
Image3157;1;236.142.272.949.219;153.492.313.119.228;391.780.950.429.226;0.035993753055177;214.195.777.332.059;484.974.136.727.524;102.455.965.909.091;0.163286005514631;0.026662319596924;0.534299408680926;355.397.727.272.727;0.971318407870083;7,46E-141
Image3158;1;177.403.717.041.016;13.740.246.757.484;370.678.388.329.883;0.008529316190384;25.535.772.157.729;667.631.105.057.425;718.587.570.621.469;0.077468121598848;0.006001309864054;0.503106635499746;325.988.700.564.972;0.966672662934611;7,46E-141
Image3159;1;188.259.735.107.422;140.450.925.171.982;374.767.828.357.747;0.013167313133081;244.999.364.232.646;615.475.553.476.661;782.190.371.475.693;0.096808112606775;0.009371810666486;0.525218613455966;304.617.921.935.129;0.966807287031648;7,46E-141
Image3160;1;156.910.247.802.734;1.255.048.911.088;354.266.694.890.727;0.010925488485006;267.183.842.617.473;725.495.881.142.219;534.156.839.622.642;0.087735885379676;0.007697585583356;0.537329270337878;26.251.965.408.805;0.969126395150829;7,46E-141
Image3161;1;154.946.594.238.281;121.431.271.989.174;348.469.901.123.718;0.013639923997574;266.470.390.698.438;723.272.510.924.417;757.709.880.068.532;0.098454004545959;0.009693191011136;0.535015332713522;283.476.108.890.158;0.963308119512752;7,46E-141
Image3162;0;135.185.241.699.219;528.010.018.994.541;229.784.685.955.035;0.068387114210498;214.731.632.273.673;490.079.689.200.652;289.737.706.627.731;0.228140665512307;0.052048163260398;0.611235501406459;20.464.097.616.937;0.980290255147472;7,46E-141
Image3163;0;122.519.989.013.672;48.451.635.219.329;22.011.732.148.863;0.072224513145767;2.242.918.499.678;531.079.180.334.002;299.380.777.369.418;0.234823958053578;0.055142291275949;0.605635361751253;210.602.516.984.074;0.979014141681365;7,46E-141
Image3164;0;100.718.078.613.281;401.575.798.035.587;200.393.562.280.725;0.075824337403252;244.189.513.234.455;624.106.129.445.959;288.375.753.728.975;0.24081032001525;0.057989610225847;0.611936118358307;209.063.789.273.247;0.978046705829316;7,46E-141
Image3165;0;214.231.872.558.594;731.400.619.446.062;855.219.632.285.217;0.096745983424956;46.103.022.220.725;226.403.700.280.924;343.539.915.966.387;0.274753403810608;0.075489432905515;0.618862301938026;216.631.652.661.064;0.948826628363036;7,46E-141
Image3166;1;441.970.825.195.313;273.926.583.517.095;165.507.275.827.105;0.02328480604987;438.862.609.454.659;210.648.666.936.601;941.948.275.862.069;0.130307704737694;0.016980097914006;0.464632713261336;378.295.019.157.088;0.944042209353963;7,46E-141
Image3167;1;122.344.512.939.453;635.847.597.173.794;252.160.186.622.273;0.031579746817022;265.041.953.796.211;755.135.449.144.626;993.582.002.902.758;0.152822185555915;0.023354620398087;0.480886428623488;391.611.030.478.955;0.946436333009809;7,46E-141
Image3168;1;172.474.517.822.266;822.151.754.726.716;286.731.887.784.864;0.033844533011778;225.527.667.831.877;561.243.158.362.597;806.824.242.424.242;0.158503022340305;0.025123208091011;0.464675457766772;426.484.848.484.849;0.964601624206928;7,46E-141
Image3169;1;407.476.806.640.625;352.526.377.639.389;187.756.858.100.946;0.002724588953808;519.100.337.809.988;281.631.534.608.711;952.607.550.482.879;0.043649672305718;0.001905293892397;0.308481194072224;560.725.782.850.454;0.965083517784288;7,46E-141
Image3170;1;182.199.096.679.688;198.704.402.957.453;140.962.549.266.624;0.005294827538227;80.061.584.918.584;649.361.090.148.627;551.101.614.434.948;0.060711917220986;0.003685936892648;0.341211910390952;397.815.764.482.431;0.91263105663812;7,46E-141
Image3171;1;324.057.006.835.937;264.746.707.325.049;162.710.389.135.128;0.003206581746162;543.335.737.210.316;304.968.042.441.192;73.94;0.047244730823046;0.002232064590542;0.364148555098868;470.235.294.117.647;0.928131706169192;7,46E-141
Image3172;0;49.227.294.921.875;294.531.423.080.283;171.619.178.147.514;0.080238497186996;392.099.074.390.918;158.809.461.434.684;15.420.505.952.381;0.249082184454021;0.062041934612387;0.511033011126563;490.446.428.571.429;0.924086816691268;7,46E-141
Image3173;1;903.053.283.691.406;111.539.311.898.626;333.975.016.877.948;0.101597591092577;405.018.029.321.785;167.426.631.142.684;184.153.518.123.667;0.282369804063911;0.079732706247092;0.53241471823742;472.035.427.259.308;0.978674107064523;7,46E-141
Image3174;1;380.990.600.585.937;594.171.027.218.425;243.756.236.272.721;0.001422883090248;676.060.826.953.861;469.444.244.651.617;158.641.176.470.588;0.031420170828031;0.000987227134863;0.206496695128344;831.699.346.405.229;0.906305252310649;7,46E-141
Image3175;1;7.316.650.390.625;118.570.791.406.633;344.341.097.469.693;0.001482858350465;509.539.074.307.804;268.032.551.093.095;13.850.390.625;0.032099994262465;0.00103040963165;0.24168165822945;650.177.556.818.182;0.955739246244904;7,46E-141
Image3176;1;318.375.396.728.516;283.621.052.170.849;532.560.843.632.771;0.026205803985683;231.807.280.917.924;593.595.026.810.336;242.482.381.465.517;0.139075556926205;0.019342010534334;0.386997153755343;69.734.375;0.965588345112397;7,46E-141
Image3177;1;329.468.536.376.953;291.058.187.868.159;539.498.088.845.697;0.019226341121868;229.903.747.342.848;585.643.663.310.664;263.671.027.742.749;0.118504059490969;0.014043212115839;0.388986557936468;726.476.460.697.772;0.9630174082989;7,46E-141
Image3178;1;209.103.546.142.578;242.516.164.318.886;492.459.302.195.507;0.002157278922401;296.762.521.016.694;928.947.293.511.292;263.483.276.643.991;0.038861039252758;0.001510180371804;0.318174016651203;794.661.753.590.325;0.960807621863781;7,46E-141
Image3179;1;149.899.444.580.078;215.226.852.682.038;463.925.481.820.129;0.006094770826262;352.130.476.751.634;127.570.559.591.358;139.778.701.630.956;0.065759652401318;0.004324331883942;0.349697843409724;572.561.560.601.215;0.97410061004773;7,46E-141
Image3180;1;110.591.278.076.172;174.956.634.563.586;418.278.178.445.381;0.002556638858059;411.378.206.851.725;171.871.428.855.462;764.862.542.955.326;0.04214503296378;0.001776203803518;0.335826419155177;466.347.569.955.817;0.960120989032517;7,46E-141
Image3181;1;109.584.655.761.719;168.814.072.785.309;410.869.897.638.303;0.002342830553449;411.288.938.475.993;172.828.103.438.908;804.349.593.495.935;0.040347565211282;0.001627926018479;0.319456866660663;510.401.721.664.275;0.967257784364491;7,46E-141
Image3182;1;14.883.544.921.875;181.337.054.249.804;425.836.886.906.013;0.002292669118755;338.165.458.970.587;120.224.537.536.548;104.628.282.828.283;0.039959156574392;0.001596734194137;0.342424001136191;560.634.920.634.921;0.966040847729502;7,46E-141
Image3183;1;308.897.399.902.344;454.000.805.734.296;213.072.946.601.462;0.002142582469685;72.534.040.476.196;540.053.545.107.734;764.316.109.422.492;0.038567104986169;0.001487421587014;0.267186299792276;583.130.699.088.146;0.943152426069503;7,46E-141
Image3184;1;0.104171752929688;145.939.509.677.345;382.020.300.085.408;0.030357489336647;369.312.940.533.355;13.716.400.603.465;102.571.428.571.429;0.146771761975452;0.021541950113379;0.227912787324397;742.857.142.857.143;0.549426249103514;7,46E-141
Image3185;0;510.700.988.769.531;237.019.685.606.952;153.954.436.638.556;0.182477524124601;34.517.193.826.857;124.105.741.783.324;498.555.308.916.019;0.386266382643338;0.14920171836037;0.63381485505586;26.078.431.372.549;0.967553529629747;7,46E-141
Image3186;0;884.431.457.519.531;388.741.743.337.236;197.165.347.700.157;0.127957635819065;292.485.151.755.812;106.723.332.388.448;849.085;0.31924855924205;0.101919642578125;0.579899913461572;3.347.375;0.949572483699758;7,46E-141
Image3187;1;5.804.931.640.625;40.377.052.293.893;200.940.419.761.413;0.002745192689796;412.733.678.697.822;182.781.187.983.691;425.113.122.171.946;0.04369137960266;0.001908936651584;0.367080084570674;383.182.503.770.739;0.96985039570101;7,46E-141
Image3188;1;133.983.917.236.328;590.998.500.798.446;243.104.607.278.111;0.020396565665357;257.159.865.553.629;76.940.898.837.335;510.183.152.480.713;0.121790637882291;0.014832959475775;0.449979156701977;354.933.199.523.302;0.963770119389967;7,46E-141
Image3189;0;78.544.921.875;297.604.439.430.681;17.251.215.592.841;0.085152922967909;260.698.184.752.619;70.558.419.233.522;466.756.678.281.069;0.2562842609724;0.065681622422169;0.585504773281328;268.060.394.889.663;0.957124011815698;7,46E-141
Image3190;0;431.324.768.066.406;186.810.137.246.486;136.678.504.983.953;0.12063540520009;355.239.001.595.467;129.571.346.180.309;547.736.742.424.242;0.30885452642566;0.095391118493619;0.598556866187321;287.476.325.757.576;0.95431179624532;7,46E-141
Image3191;0;197.550.354.003.906;151.126.670.156.746;388.750.138.465.244;0.098116819913664;235.985.606.921.989;582.320.385.502.327;155.330.110.991.765;0.276961574400822;0.076707713694582;0.56434200028639;410.848.549.946.294;0.97013791324861;7,46E-141
Image3192;1;178.353.729.248.047;174.809.381.092.553;418.102.118.019.693;0.009398643469451;28.485.011.621.911;852.147.937.188.062;163.197.508.539.281;0.081829562026466;0.006696077221443;0.41167104250695;484.930.681.133.213;0.952324769733825;7,46E-141
Image3193;1;195.718.383.789.063;189.673.864.776.522;435.515.630.921.006;0.017053298381916;275.864.244.698.444;806.267.662.032.351;146.096.640.141.468;0.111237821182221;0.012373852861368;0.426256096836191;47.735.632.183.908;0.967904338959199;7,46E-141
Image3194;1;177.292.175.292.969;187.536.272.843.716;433.054.584.138.901;0.008819297772472;300.771.586.826.219;956.504.112.863.973;16.639.265.010.352;0.079361178528074;0.006298196657365;0.408086717364702;54.212.215.320.911;0.964106179195289;7,46E-141
Image3195;1;177.982.940.673.828;18.839.034.411.254;434.039.565.146.474;0.00988695825038;300.760.436.124.936;956.704.873.065.844;14.513.526.272.578;0.084154726860471;0.00708201805296;0.393186999285751;539.819.376.026.272;0.969663229713906;7,46E-141
Image3196;1;330.291.748.046.875;474.231.900.022.688;217.768.661.662.483;0.017596077457956;693.299.130.370.925;493.141.649.901.499;266.606.487.148.103;0.11286125594098;0.012737663092575;0.39561716770538;611.689.106.487.148;0.949880216280898;7,46E-141
Image3197;0;628.111.267.089.844;360.327.571.662.866;189.822.962.694.945;0.215770038728948;349.543.897.610.081;12.888.703.981.747;712.257.500.218.665;0.422900906140916;0.178845176414808;0.641072036025984;317.834.339.193.562;0.969861209700018;7,46E-141
Image3198;1;177.433.776.855.469;17.265.128.356.122;131.396.835.411.367;0.007858900997509;777.992.610.943.038;618.463.765.656.643;872.884.615.384.615;0.074021451545258;0.005479175288867;0.320750619205977;548.411.371.237.458;0.928824775087462;7,46E-141
Image3199;1;796.380.615.234.375;559.977.310.700.456;236.638.397.285.913;0.023532492842877;353.721.479.265.723;131.550.315.861.119;109.257.601.461.569;0.130779155130071;0.017103187416535;0.430353213342945;494.023.228.500.587;0.954431932397554;7,46E-141
Image3200;1;111.873.474.121.094;741.533.629.989.213;272.311.151.073.402;0.014976364177033;307.181.231.382.256;102.059.017.647.488;105.907.076.128.006;0.103465931708214;0.010705199024249;0.410077181372147;484.525.939.177.102;0.949840051002205;7,46E-141
Image3201;1;952.267.456.054.688;635.352.651.179.162;252.062.026.330.656;0.007535002432805;337.701.840.680.234;126.519.067.714.059;537.956.537.844.178;0.072472509378909;0.005252264615676;0.379448814237876;425.151.253.241.141;0.957380224690535;7,46E-141
Image3202;0;146.080.169.677.734;611.110.960.586.999;24.720.658.579.152;0.061833411548322;217.854.734.348.418;509.246.034.870.965;534.272.176.888.655;0.215816730879487;0.046576861327509;0.514408441332497;339.468.281.126.612;0.967648535602504;7,46E-141
Image3203;0;137.363.891.601.563;590.223.126.103.031;242.945.081.469.667;0.067402002475971;222.684.261.670.697;525.271.520.434.039;596.995.789.007.092;0.225803473690764;0.050987208730816;0.522783509255123;344.835.992.907.801;0.964269371615255;7,46E-141
Image3204;0;115.598.754.882.813;510.929.348.484.832;226.037.463.373.847;0.072709089352277;242.712.872.926.051;621.952.153.412.212;665.094.304.388.422;0.235255984078421;0.055345378044706;0.526893369097615;361.220.043.572.985;0.959245328290247;7,46E-141
Image3205;0;801.449.584.960.938;385.308.027.054.959;196.292.645.571.595;0.083668726243665;28.881.440.814.337;863.984.729.348.538;815.653.719.218.076;0.253371937957144;0.064197338944159;0.523646083513231;403.368.029.110.603;0.9495807675899;7,46E-141
Image3206;1;195.687.866.210.938;242.921.601.825.646;155.859.424.426.515;0.002342623033828;839.050.072.814.619;724.285.444.804.438;85.025.390.625;0.040329784857235;0.001626491546631;0.280567761458714;5.658.203.125;0.942161990597656;7,46E-142
Image3207;1;642.471.313.476.563;742.787.689.005.548;272.541.315.951.462;0.002427776665613;47.946.787.145.995;242.290.509.040.405;734.935.064.935.065;0.041081721420773;0.001687707834894;0.348884298213703;502.655.122.655.123;0.966521866302491;7,46E-142
Image3208;1;558.930.969.238.281;602.166.424.623.177;245.390.795.390.368;0.00341872910229;484.115.280.313.075;24.241.417.032.567;117.423.933.209.648;0.048794709721984;0.002380923696853;0.347839076645059;605.720.470.006.184;0.92780251546789;7,46E-142
Image3209;0;135.172.729.492.188;6.567.147.173.408;256.264.456.634.314;0.057621137644638;231.998.276.922.122;560.335.524.302.375;67.503.441.494.592;0.208539654675815;0.043488787572308;0.565505449134789;325.737.463.126.844;0.965152346757851;7,46E-142
Image3210;1;229.316.253.662.109;123.477.577.173.006;351.393.763.708.189;0.039136529477275;202.351.686.776.577;440.171.145.837.052;131.440.362.965.839;0.170815462584846;0.029177922258075;0.494512591870829;422.685.364.906.832;0.954015341128016;7,46E-142
